tick,unit,enroute,arrived,eta,location,targets_remaining,opened_egress,cooled_cubes,agents_helped,force_entries,command_mode,active_incident
167,Engine 1,False,True,0.0,"(1, 1, 0)",0,0,32,0,0,offensive,True
168,Engine 1,False,True,0.0,"(1, 1, 0)",0,0,32,0,0,offensive,True
169,Engine 1,False,True,0.0,"(1, 1, 0)",0,0,36,1,0,offensive,True
170,Engine 1,False,True,0.0,"(1, 1, 0)",0,0,36,0,0,offensive,True
171,Engine 1,False,True,0.0,"(1, 1, 0)",0,0,36,0,0,offensive,True
172,Engine 1,False,True,0.0,"(1, 1, 0)",0,0,36,0,0,offensive,True
173,Engine 1,False,True,0.0,"(1, 1, 0)",0,0,36,0,0,offensive,True
174,Engine 1,False,True,0.0,"(1, 1, 0)",0,0,36,0,0,offensive,True
175,Engine 1,False,True,0.0,"(1, 1, 0)",0,0,38,0,0,offensive,True
176,Engine 1,False,True,0.0,"(1, 1, 0)",0,0,38,0,0,offensive,True
177,Engine 1,False,True,0.0,"(1, 1, 0)",0,0,38,0,0,offensive,True
178,Engine 1,False,True,0.0,"(1, 1, 0)",0,0,38,0,0,offensive,True
179,Engine 1,False,True,0.0,"(1, 1, 0)",0,0,38,0,0,offensive,True
180,Engine 1,False,True,0.0,"(1, 1, 0)",0,0,41,1,0,offensive,True
181,Engine 1,False,True,0.0,"(1, 1, 0)",0,0,42,0,0,offensive,True
182,Engine 1,False,True,0.0,"(1, 1, 0)",0,0,42,0,0,offensive,True
183,Engine 1,False,True,0.0,"(1, 1, 0)",0,0,42,0,0,offensive,True
184,Engine 1,False,True,0.0,"(1, 1, 0)",0,0,42,0,0,offensive,True
185,Engine 1,False,True,0.0,"(1, 1, 0)",0,0,42,0,0,offensive,True
186,Engine 1,False,True,0.0,"(1, 1, 0)",0,0,42,0,0,offensive,True
187,Engine 1,False,True,0.0,"(1, 1, 0)",0,0,47,0,0,offensive,True
188,Engine 1,False,True,0.0,"(1, 1, 0)",0,0,47,0,0,offensive,True
189,Engine 1,False,True,0.0,"(1, 1, 0)",0,0,47,0,0,offensive,True
190,Engine 1,False,True,0.0,"(1, 1, 0)",0,0,47,0,0,offensive,True
191,Engine 1,False,True,0.0,"(1, 1, 0)",0,0,47,0,0,offensive,True
192,Engine 1,False,True,0.0,"(1, 1, 0)",0,0,47,0,0,offensive,True
193,Engine 1,False,True,0.0,"(1, 1, 0)",0,0,47,0,0,offensive,True
194,Engine 1,False,True,0.0,"(1, 1, 0)",0,0,47,0,0,offensive,True
195,Engine 1,False,True,0.0,"(1, 1, 0)",0,0,47,0,0,offensive,True
196,Engine 1,False,True,0.0,"(1, 1, 0)",0,0,47,0,0,offensive,True
197,Engine 1,False,True,0.0,"(1, 1, 0)",0,0,47,0,0,offensive,True
198,Engine 1,False,True,0.0,"(1, 1, 0)",0,0,47,0,0,offensive,True
199,Engine 1,False,True,0.0,"(1, 1, 0)",0,0,47,0,0,offensive,True
200,Engine 1,False,True,0.0,"(1, 1, 0)",0,0,47,0,0,offensive,True
201,Engine 1,False,True,0.0,"(1, 1, 0)",0,0,47,0,0,offensive,True
202,Engine 1,False,True,0.0,"(1, 1, 0)",0,0,47,0,0,offensive,True
203,Engine 1,False,True,0.0,"(1, 1, 0)",0,0,47,1,0,offensive,True
204,Engine 1,False,True,0.0,"(1, 1, 0)",0,0,47,0,0,offensive,True
205,Engine 1,False,True,0.0,"(1, 1, 0)",0,0,47,0,0,offensive,True
206,Engine 1,False,True,0.0,"(1, 1, 0)",0,0,47,0,0,offensive,True
207,Engine 1,False,True,0.0,"(1, 1, 0)",0,0,47,0,0,offensive,True
208,Engine 1,False,True,0.0,"(1, 1, 0)",0,0,47,0,0,offensive,True
209,Engine 1,False,True,0.0,"(1, 1, 0)",0,0,47,0,0,offensive,True
210,Engine 1,False,True,0.0,"(1, 1, 0)",0,0,47,0,0,offensive,True
211,Engine 1,False,True,0.0,"(1, 1, 0)",0,0,47,1,0,offensive,True
212,Engine 1,False,True,0.0,"(1, 1, 0)",0,0,47,0,0,offensive,True
213,Engine 1,False,True,0.0,"(1, 1, 0)",0,0,47,0,0,offensive,True
214,Engine 1,False,True,0.0,"(1, 1, 0)",0,0,47,0,0,offensive,True
215,Engine 1,False,True,0.0,"(1, 1, 0)",0,0,47,0,0,offensive,True
216,Engine 1,False,True,0.0,"(1, 1, 0)",0,0,47,0,0,offensive,True
217,Engine 1,False,True,0.0,"(1, 1, 0)",0,0,43,0,0,offensive,True
218,Engine 1,False,True,0.0,"(1, 1, 0)",0,0,43,0,0,offensive,True
219,Engine 1,False,True,0.0,"(1, 1, 0)",0,0,43,0,0,offensive,True
220,Engine 1,False,True,0.0,"(1, 1, 0)",0,0,43,1,0,offensive,True
221,Engine 1,False,True,0.0,"(1, 1, 0)",0,0,43,0,0,offensive,True
222,Engine 1,False,True,0.0,"(1, 1, 0)",0,0,43,0,0,offensive,True
223,Engine 1,False,True,0.0,"(1, 1, 0)",0,0,43,0,0,offensive,True
224,Engine 1,False,True,0.0,"(1, 1, 0)",0,0,43,0,0,offensive,True
225,Engine 1,False,True,0.0,"(1, 1, 0)",0,0,43,0,0,offensive,True
226,Engine 1,False,True,0.0,"(1, 1, 0)",0,0,43,0,0,offensive,True
227,Engine 1,False,True,0.0,"(1, 1, 0)",0,0,43,0,0,offensive,True
228,Engine 1,False,True,0.0,"(1, 1, 0)",0,0,43,1,0,offensive,True
229,Engine 1,False,True,0.0,"(1, 1, 0)",0,0,43,0,0,offensive,True
230,Engine 1,False,True,0.0,"(1, 1, 0)",0,0,43,0,0,offensive,True
231,Engine 1,False,True,0.0,"(1, 1, 0)",0,0,43,0,0,offensive,True
232,Engine 1,False,True,0.0,"(1, 1, 0)",0,0,43,0,0,offensive,True
233,Engine 1,False,True,0.0,"(1, 1, 0)",0,0,43,0,0,offensive,True
234,Engine 1,False,True,0.0,"(1, 1, 0)",0,0,43,0,0,offensive,True
235,Engine 1,False,True,0.0,"(1, 1, 0)",0,0,43,1,0,offensive,True
236,Engine 1,False,True,0.0,"(1, 1, 0)",0,0,43,0,0,offensive,True
237,Engine 1,False,True,0.0,"(1, 1, 0)",0,0,47,0,0,offensive,True
238,Engine 1,False,True,0.0,"(1, 1, 0)",0,0,47,0,0,offensive,True
239,Engine 1,False,True,0.0,"(1, 1, 0)",0,0,47,0,0,offensive,True
240,Engine 1,False,True,0.0,"(1, 1, 0)",0,0,47,0,0,offensive,True
241,Engine 1,False,True,0.0,"(1, 1, 0)",0,0,51,0,0,offensive,True
242,Engine 1,False,True,0.0,"(1, 1, 0)",0,0,51,0,0,offensive,True
243,Engine 1,False,True,0.0,"(1, 1, 0)",0,0,53,0,0,offensive,True
244,Engine 1,False,True,0.0,"(1, 1, 0)",0,0,54,0,0,offensive,True
245,Engine 1,False,True,0.0,"(1, 1, 0)",0,0,54,0,0,offensive,True
246,Engine 1,False,True,0.0,"(1, 1, 0)",0,0,55,0,0,offensive,True
247,Engine 1,False,True,0.0,"(1, 1, 0)",0,0,55,0,0,offensive,True
248,Engine 1,False,True,0.0,"(1, 1, 0)",0,0,55,0,0,offensive,True
249,Engine 1,False,True,0.0,"(1, 1, 0)",0,0,55,0,0,offensive,True
250,Engine 1,False,True,0.0,"(1, 1, 0)",0,0,56,0,0,offensive,True
251,Engine 1,False,True,0.0,"(1, 1, 0)",0,0,56,1,0,offensive,True
252,Engine 1,False,True,0.0,"(1, 1, 0)",0,0,60,0,0,offensive,True
253,Engine 1,False,True,0.0,"(1, 1, 0)",0,0,60,0,0,offensive,True
254,Engine 1,False,True,0.0,"(1, 1, 0)",0,0,60,0,0,offensive,True
255,Engine 1,False,True,0.0,"(1, 1, 0)",0,0,63,0,0,offensive,True
256,Engine 1,False,True,0.0,"(1, 1, 0)",0,0,63,0,0,offensive,True
257,Engine 1,False,True,0.0,"(1, 1, 0)",0,0,63,0,0,offensive,True
258,Engine 1,False,True,0.0,"(1, 1, 0)",0,0,63,0,0,offensive,True
259,Engine 1,False,True,0.0,"(1, 1, 0)",0,0,63,0,0,offensive,True
260,Engine 1,False,True,0.0,"(1, 1, 0)",0,0,64,0,0,offensive,True
261,Engine 1,False,True,0.0,"(1, 1, 0)",0,0,64,0,0,offensive,True
262,Engine 1,False,True,0.0,"(1, 1, 0)",0,0,64,0,0,offensive,True
263,Engine 1,False,True,0.0,"(1, 1, 0)",0,0,64,0,0,offensive,True
264,Engine 1,False,True,0.0,"(1, 1, 0)",0,0,64,0,0,offensive,True
265,Engine 1,False,True,0.0,"(1, 1, 0)",0,0,64,1,0,offensive,True
266,Engine 1,False,True,0.0,"(1, 1, 0)",0,0,65,0,0,offensive,True
267,Engine 1,False,True,0.0,"(1, 1, 0)",0,0,65,0,0,offensive,True
268,Engine 1,False,True,0.0,"(1, 1, 0)",0,0,65,0,0,offensive,True
269,Engine 1,False,True,0.0,"(1, 1, 0)",0,0,65,0,0,offensive,True
270,Engine 1,False,True,0.0,"(1, 1, 0)",0,0,65,0,0,offensive,True
271,Engine 1,False,True,0.0,"(1, 1, 0)",0,0,65,0,0,offensive,True
272,Engine 1,False,True,0.0,"(1, 1, 0)",0,0,65,0,0,offensive,True
273,Engine 1,False,True,0.0,"(1, 1, 0)",0,0,65,0,0,offensive,True
274,Engine 1,False,True,0.0,"(1, 1, 0)",0,0,65,0,0,offensive,True
275,Engine 1,False,True,0.0,"(1, 1, 0)",0,0,65,0,0,offensive,True
276,Engine 1,False,True,0.0,"(1, 1, 0)",0,0,65,0,0,offensive,True
277,Engine 1,False,True,0.0,"(1, 1, 0)",0,0,65,0,0,offensive,True
278,Engine 1,False,True,0.0,"(1, 1, 0)",0,0,65,0,0,offensive,True
279,Engine 1,False,True,0.0,"(1, 1, 0)",0,0,65,0,0,offensive,True
280,Engine 1,False,True,0.0,"(1, 1, 0)",0,0,65,0,0,offensive,True
281,Engine 1,False,True,0.0,"(1, 1, 0)",0,0,65,0,0,offensive,True
282,Engine 1,False,True,0.0,"(1, 1, 0)",0,0,65,0,0,offensive,True
283,Engine 1,False,True,0.0,"(1, 1, 0)",0,0,65,0,0,offensive,True
284,Engine 1,False,True,0.0,"(1, 1, 0)",0,0,65,0,0,offensive,True
285,Engine 1,False,True,0.0,"(1, 1, 0)",0,0,65,0,0,offensive,True
286,Engine 1,False,True,0.0,"(1, 1, 0)",0,0,65,0,0,offensive,True
287,Engine 1,False,True,0.0,"(1, 1, 0)",0,0,65,0,0,offensive,True
288,Engine 1,False,True,0.0,"(1, 1, 0)",0,0,65,0,0,offensive,True
289,Engine 1,False,True,0.0,"(1, 1, 0)",0,0,65,0,0,offensive,True
290,Engine 1,False,True,0.0,"(1, 1, 0)",0,0,65,0,0,offensive,True
291,Engine 1,False,True,0.0,"(1, 1, 0)",0,0,65,0,0,offensive,True
292,Engine 1,False,True,0.0,"(1, 1, 0)",0,0,65,0,0,offensive,True
293,Engine 1,False,True,0.0,"(1, 1, 0)",0,0,65,0,0,offensive,True
294,Engine 1,False,True,0.0,"(1, 1, 0)",0,0,65,0,0,offensive,True
295,Engine 1,False,True,0.0,"(1, 1, 0)",0,0,65,0,0,offensive,True
296,Engine 1,False,True,0.0,"(1, 1, 0)",0,0,65,0,0,offensive,True
297,Engine 1,False,True,0.0,"(1, 1, 0)",0,0,62,0,0,offensive,True
298,Engine 1,False,True,0.0,"(1, 1, 0)",0,0,64,0,0,offensive,True
299,Engine 1,False,True,0.0,"(1, 1, 0)",0,0,64,0,0,offensive,True
300,Engine 1,False,True,0.0,"(1, 1, 0)",0,0,64,0,0,offensive,True
301,Engine 1,False,True,0.0,"(1, 1, 0)",0,0,64,0,0,offensive,True
302,Engine 1,False,True,0.0,"(1, 1, 0)",0,0,64,0,0,offensive,True
303,Engine 1,False,True,0.0,"(1, 1, 0)",0,0,64,0,0,offensive,True
304,Engine 1,False,True,0.0,"(1, 1, 0)",0,0,64,0,0,offensive,True
305,Engine 1,False,True,0.0,"(1, 1, 0)",0,0,64,0,0,offensive,True
306,Engine 1,False,True,0.0,"(1, 1, 0)",0,0,64,0,0,offensive,True
307,Engine 1,False,True,0.0,"(1, 1, 0)",0,0,60,0,0,offensive,True
308,Engine 1,False,True,0.0,"(1, 1, 0)",0,0,56,0,0,offensive,True
309,Engine 1,False,True,0.0,"(1, 1, 0)",0,0,55,0,0,offensive,True
310,Engine 1,False,True,0.0,"(1, 1, 0)",0,0,53,0,0,offensive,True
311,Engine 1,False,True,0.0,"(1, 1, 0)",0,0,48,0,0,offensive,True
312,Engine 1,False,True,0.0,"(1, 1, 0)",0,0,44,0,0,offensive,True
313,Engine 1,False,True,0.0,"(1, 1, 0)",0,0,20,0,0,offensive,True
314,Engine 1,False,True,0.0,"(1, 1, 0)",0,0,19,0,0,offensive,True
315,Engine 1,False,True,0.0,"(1, 1, 0)",0,0,17,0,0,offensive,True
316,Engine 1,False,True,0.0,"(1, 1, 0)",0,0,16,0,0,offensive,True
317,Engine 1,False,True,0.0,"(1, 1, 0)",0,0,16,0,0,offensive,True
318,Engine 1,False,True,0.0,"(1, 1, 0)",1,0,5,0,0,offensive,True
319,Engine 1,False,True,0.0,"(0, 1, 0)",1,0,5,0,0,offensive,True
320,Engine 1,False,True,0.0,"(0, 1, 0)",1,0,2,0,0,offensive,True
321,Engine 1,False,True,0.0,"(0, 0, 0)",1,0,1,0,0,investigative,True
322,Engine 1,False,True,0.0,"(0, 0, 0)",0,0,1,0,0,investigative,True
323,Engine 1,False,True,0.0,"(0, 0, 0)",0,0,1,0,0,investigative,True
324,Engine 1,False,True,0.0,"(0, 0, 0)",0,0,0,0,0,investigative,True
325,Engine 1,False,True,0.0,"(0, 0, 0)",0,0,0,0,0,investigative,True
326,Engine 1,False,True,0.0,"(0, 0, 0)",0,0,0,0,0,investigative,True
327,Engine 1,False,True,0.0,"(0, 0, 0)",0,0,0,0,0,investigative,True
328,Engine 1,False,True,0.0,"(0, 0, 0)",0,0,0,0,0,investigative,True
329,Engine 1,False,True,0.0,"(0, 0, 0)",0,0,0,0,0,investigative,True
330,Engine 1,False,True,0.0,"(0, 0, 0)",0,0,0,0,0,investigative,True
331,Engine 1,False,True,0.0,"(0, 0, 0)",0,0,0,0,0,investigative,True
332,Engine 1,False,True,0.0,"(0, 0, 0)",0,0,0,0,0,investigative,True
333,Engine 1,False,True,0.0,"(0, 0, 0)",0,0,0,0,0,investigative,True
334,Engine 1,False,True,0.0,"(0, 0, 0)",0,0,0,0,0,investigative,True
335,Engine 1,False,True,0.0,"(0, 0, 0)",0,0,0,0,0,investigative,True
336,Engine 1,False,True,0.0,"(0, 0, 0)",0,0,0,0,0,investigative,True
337,Engine 1,False,True,0.0,"(0, 0, 0)",0,0,0,0,0,investigative,True
338,Engine 1,False,True,0.0,"(0, 0, 0)",0,0,0,0,0,investigative,True
339,Engine 1,False,True,0.0,"(0, 0, 0)",0,0,0,0,0,investigative,True
340,Engine 1,False,True,0.0,"(0, 0, 0)",0,0,0,0,0,investigative,True
341,Engine 1,False,True,0.0,"(0, 0, 0)",0,0,0,0,0,investigative,True
342,Engine 1,False,True,0.0,"(0, 0, 0)",0,0,0,0,0,investigative,True
343,Engine 1,False,True,0.0,"(0, 0, 0)",0,0,0,0,0,investigative,True
344,Engine 1,False,True,0.0,"(0, 0, 0)",0,0,0,0,0,investigative,True
345,Engine 1,False,True,0.0,"(0, 0, 0)",0,0,0,1,0,investigative,True
346,Engine 1,False,True,0.0,"(0, 0, 0)",0,0,0,0,0,investigative,True
347,Engine 1,False,True,0.0,"(0, 0, 0)",0,0,0,0,0,investigative,True
348,Engine 1,False,True,0.0,"(0, 0, 0)",0,0,0,0,0,investigative,True
349,Engine 1,False,True,0.0,"(0, 0, 0)",0,0,0,0,0,investigative,True
350,Engine 1,False,True,0.0,"(0, 0, 0)",0,0,0,0,0,investigative,True
351,Engine 1,False,True,0.0,"(0, 0, 0)",0,0,0,0,0,investigative,True
352,Engine 1,False,True,0.0,"(0, 0, 0)",0,0,0,0,0,investigative,True
353,Engine 1,False,True,0.0,"(0, 0, 0)",0,0,0,0,0,investigative,True
354,Engine 1,False,True,0.0,"(0, 0, 0)",0,0,0,0,0,investigative,True
355,Engine 1,False,True,0.0,"(0, 0, 0)",0,0,0,1,0,investigative,True
356,Engine 1,False,True,0.0,"(0, 0, 0)",0,0,0,0,0,investigative,True
357,Engine 1,False,True,0.0,"(0, 0, 0)",0,0,0,0,0,investigative,True
358,Engine 1,False,True,0.0,"(0, 0, 0)",0,0,0,0,0,investigative,True
359,Engine 1,False,True,0.0,"(0, 0, 0)",0,0,0,0,0,investigative,True
